"","TCGA.A2.A0D0.01A","TCGA.A7.A0CE.01A","TCGA.A8.A07O.01A","TCGA.A8.A08H.01A","TCGA.AN.A0AL.01A","TCGA.AN.A0AR.01A","TCGA.AN.A0FJ.01A","TCGA.A2.A04P.01A","TCGA.A2.A04Q.01A","TCGA.A2.A04T.01A","TCGA.A2.A0CM.01A","TCGA.A2.A0D2.01A","TCGA.A8.A07C.01A","TCGA.A8.A07R.01A","TCGA.A8.A07U.01A","TCGA.A8.A08R.01A","TCGA.AN.A04D.01A","TCGA.AN.A0AT.01A","TCGA.AN.A0FL.01A","TCGA.AN.A0FX.01A","TCGA.AN.A0G0.01A","TCGA.AO.A0J4.01A","TCGA.AO.A0J6.01A","TCGA.AQ.A04J.01A","TCGA.B6.A0I2.01A","TCGA.B6.A0I6.01A","TCGA.B6.A0IJ.01A","TCGA.B6.A0IQ.01A","TCGA.BH.A0E6.01A","TCGA.BH.A0HL.01A","TCGA.A2.A04U.01A","TCGA.A7.A0DA.01A","TCGA.AO.A12F.01A","TCGA.AR.A0TS.01A","TCGA.AR.A0U1.01A","TCGA.BH.A0AV.01A","TCGA.BH.A0BG.01A","TCGA.BH.A0BL.01A","TCGA.BH.A0BL.11A","TCGA.BH.A0BW.01A","TCGA.BH.A0BW.11A","TCGA.BH.A0DL.01A","TCGA.BH.A0DL.11A","TCGA.C8.A12K.01A","TCGA.C8.A12V.01A","TCGA.C8.A131.01A","TCGA.C8.A134.01A","TCGA.D8.A142.01A","TCGA.D8.A143.01A","TCGA.D8.A147.01A","TCGA.E2.A14R.01A","TCGA.E2.A14X.01A","TCGA.E2.A159.01A","TCGA.AR.A1AH.01A","TCGA.BH.A18G.01A","TCGA.BH.A18K.01A","TCGA.BH.A18K.11A","TCGA.BH.A18Q.01A","TCGA.BH.A18Q.11A","TCGA.BH.A18V.01A","TCGA.BH.A18V.11A","TCGA.E2.A14Y.01A","TCGA.E2.A14Y.11A","TCGA.E2.A150.01A","TCGA.E2.A158.01A","TCGA.E2.A158.11A","TCGA.BH.A0B3.01A","TCGA.BH.A0B9.01A","TCGA.AO.A0JL.01A","TCGA.BH.A0E0.01A","TCGA.B6.A0RE.01A","TCGA.A2.A0SX.01A","TCGA.A2.A0ST.01A","TCGA.A2.A0T2.01A","TCGA.B6.A0RU.01A","TCGA.B6.A0RT.01A","TCGA.A1.A0SK.01A","TCGA.BH.A0HN.01A","TCGA.AR.A0TP.01A","TCGA.BH.A0RX.01A","TCGA.A1.A0SO.01A","TCGA.A2.A0T0.01A","TCGA.AO.A124.01A","TCGA.AO.A128.01A","TCGA.AO.A129.01A","TCGA.A7.A0CE.11A","TCGA.BH.A0B3.11B","TCGA.BH.A0E0.11A","TCGA.AR.A0U4.01A","TCGA.A2.A0YJ.01A","TCGA.B6.A0X1.01A","TCGA.A2.A0YM.01A","TCGA.BH.A0WA.01A","TCGA.AR.A0U0.01A","TCGA.A2.A0YE.01A","TCGA.AN.A0XU.01A","TCGA.AR.A0TU.01A","TCGA.B6.A0WX.01A","TCGA.E2.A1B5.11A","TCGA.AR.A1AQ.01A","TCGA.A7.A13E.01A","TCGA.A7.A13E.11A","TCGA.AR.A1AJ.01A","TCGA.E2.A1B5.01A","TCGA.A7.A13D.01A","TCGA.E2.A1AZ.01A","TCGA.AR.A1AI.01A","TCGA.AR.A1AY.01A","TCGA.BH.A1F0.11B","TCGA.AR.A1AR.01A","TCGA.E2.A14N.01A","TCGA.BH.A1F0.01A"
"cg22179082",0.05986011,0.079317159,0.101131391,0.140628067,0.058067693,0.061661162,0.064685214,0.084374533,0.165998431,0.078509797,0.126265504,0.160400176,0.106492089,0.076097821,0.126317816,0.099264903,0.058868192,0.09272997,0.046809584,0.110320839,0.141412476,0.104687405,0.088691796,0.130254312,0.09097618,0.113972956,0.12150791,0.112102979,0.148184124,0.097083725,0.067158198,0.042659742,0.032493369,0.170280612,0.101180146,0.053210092,0.07314659,0.118247355,0.048847486,0.090498688,0.124911473,0.072669266,0.075566751,0.102952664,0.134693032,0.085115348,0.063868283,0.067731248,0.091790562,0.087615415,0.045486031,0.105279439,0.105886116,0.056927411,0.061336386,0.463473548,0.077969318,0.094210296,0.102493998,0.047036689,0.057137116,0.327120775,0.062590975,0.079791632,0.065236393,0.081744548,0.155953263691186,0.118554502355166,0.100489290882744,0.0699391613939375,0.145496274333693,0.142074378338822,0.230127554136607,0.0797945992298997,0.0650783741037602,0.196267859337421,0.019476315682665,0.530468845018353,0.0453329302673129,0.257905154195649,0.0634084513839075,0.0565851827482212,0.0600308358945073,0.202260481317091,0.234445420416649,0.151017663714703,0.132173926646057,0.108403117446577,0.0655152815879057,0.0423832546800499,0.0761323732249778,0.0619122832723335,0.105576981458565,0.112337980787632,0.0546429905201356,0.0386475091894292,0.0640069061834048,0.0738755319443645,0.0705085509569668,0.158796804336625,0.227784993159615,0.111790020504808,0.208292927402067,0.331601893539016,0.0509508578977735,0.100445898934741,0.141356176312147,0.0410081922407197,0.127911066518273,0.0983787152073557,0.109563597386027,0.187101662558203
"cg22190705",0.197152323,0.060745625,0.072941379,0.112156389,0.051190974,0.047912762,0.055966037,0.063493505,0.065903769,0.070159243,0.122793945,0.073131026,0.048921561,0.074222952,0.117999835,0.130220938,0.072393051,0.050727437,0.031076435,0.078553186,0.055511873,0.054130423,0.129543046,0.08548913,0.057619647,0.128287121,0.096970243,0.060865003,0.069566814,0.228875111,0.053739096,0.140432099,0.043125869,0.101334729,0.086657946,0.056473365,0.056105112,0.08887574,0.078288733,0.100691418,0.07085063,0.062721155,0.084974263,0.075515038,0.060297398,0.120361011,0.137195583,0.072243346,0.137745859,0.041296797,0.062887878,0.05940937,0.151519975,0.100487556,0.233213988,0.074023191,0.125993049,0.08093828,0.1061325,0.067763039,0.100862944,0.157716948,0.068139312,0.143397505,0.041938196,0.102397399,0.126308345464016,0.0390939680561727,0.0818230739509471,0.0823205572899428,0.0270851436578074,0.0338831672446895,0.0441873671808932,0.132514982827657,0.0795276679917911,0.0345556230422132,0.0274042791186051,0.113944300680885,0.0356247472702779,0.0562343121027158,0.0221213577058519,0.0403212694797124,0.0274247254349659,0.051343179496792,0.0271039025753998,0.0886802238303417,0.0768920039719677,0.110839662379448,0.0331366964392171,0.0298990002972473,0.0504388992377688,0.0233250363792137,0.0377238207410942,0.115653673375071,0.0244821613255029,0.0332865532417022,0.0474805189062683,0.185590961800575,0.0566181416666624,0.0384429399783634,0.0173927098053019,0.0704902825930663,0.0516263531575204,0.0512520245747908,0.0416452979545382,0.0637426991501621,0.0355761775481864,0.0231782737572641,0.0723407783013755,0.0259027046518692,0.0325241837010113,0.0571618690825659
"cg22319147",0.499650594,0.216361281,0.32261505,0.452746187,0.243718118,0.228634793,0.206346252,0.38505832,0.646620659,0.341522634,0.39112801,0.461703527,0.408049906,0.268840857,0.655401682,0.531752808,0.197533071,0.385671105,0.098728939,0.320696875,0.240466523,0.474897217,0.764810045,0.524495295,0.537015687,0.209323425,0.694066507,0.478785116,0.572666982,0.906287589,0.159646618,0.173086543,0.088952027,0.693781293,0.410749369,0.414401649,0.340145709,0.521384673,0.305025755,0.594065144,0.550350906,0.436104218,0.237199359,0.349114489,0.713166144,0.671149609,0.638211382,0.264957265,0.145879832,0.346145633,0.134116136,0.392641737,0.485974959,0.146816089,0.190943347,0.681083568,0.255199108,0.148462846,0.230955994,0.283968179,0.189600643,0.340110297,0.224009159,0.262793725,0.07455475,0.278615452,0.666366844972727,0.63670542671638,0.227550442388171,0.802874914765009,0.386074624176963,0.514617399158281,0.736949670314548,0.395551529602268,0.272978858024233,0.782696073179197,0.530441715657326,0.860120397130698,0.0524092450997457,0.693645632308453,0.175299072808318,0.43894150938938,0.293623628361378,0.705258086698905,0.626333811026763,0.492208802468825,0.618512977142146,0.539914955979896,0.366148591032304,0.247829087576972,0.757186269427516,0.404433807579102,0.434607603870267,0.519148747150382,0.332501115225636,0.301285969939748,0.442113203091737,0.543703622124937,0.255908349227623,0.545455942246408,0.173657578245948,0.437611762826576,0.569089414711916,0.744384853679027,0.732403825636864,0.476532045368881,0.44332673601313,0.344193372552435,0.309290928060805,0.449588233642827,0.507343463543468,0.551596035406203
"cg22385764",0.096226608,0.052667993,0.091195477,0.133527873,0.091064453,0.095180834,0.053480648,0.07042686,0.060704225,0.095449501,0.082466568,0.089287276,0.07909828,0.056080544,0.069722456,0.095061354,0.183417085,0.128163195,0.077047997,0.089652248,0.077808882,0.05790248,0.067599422,0.113869626,0.094079771,0.109972276,0.143365043,0.109939759,0.090946801,0.097476318,0.044198895,0.099940512,0.059946714,0.153794266,0.109259259,0.060660125,0.063502245,0.111004417,0.066690316,0.037492441,0.049270509,0.095249131,0.090309633,0.091576586,0.06496786,0.058515699,0.114713217,0.054918527,0.182111201,0.056255023,0.061840121,0.088412242,0.051518834,0.096059113,0.069633975,0.088253122,0.08083239,0.056186234,0.075533662,0.0816507,0.067201327,0.170636271,0.069503735,0.111254019,0.038052721,0.055997841,0.0411282592787957,0.0504958493684123,0.0480609242072438,0.0475037922289567,0.0429530015005238,0.0320431496574615,0.0301203467631724,0.0526733553504136,0.0656810465445309,0.126367959265354,0.0339734053239576,0.150186460472,0.0817864724617606,0.0477092929137198,0.0426095733500067,0.0384652106732751,0.0382437456891342,0.040692569911623,0.0473011367904676,0.108749454327504,0.058826529186579,0.0665640471663607,0.0378109271432554,0.048384247755418,0.052813962589147,0.0396200164732058,0.0496853499661501,0.0491476901263322,0.0392112075979777,0.188500660377396,0.0460980152958115,0.290865894772008,0.0474656167535192,0.0371871415602227,0.0422842196971666,0.0519479216813309,0.0357423001347747,0.138403433771972,0.0353874791468135,0.0324012815338178,0.0386872875859081,0.149146549613371,0.0610672832888483,0.0770990719211658,0.0364581434052283,0.0477992501988046
"cg22506453",0.52195351,0.279947673,0.445753255,0.706209085,0.378275109,0.308322325,0.249580928,0.416134913,0.649672346,0.43968969,0.482592037,0.49794158,0.30289238,0.260607106,0.690637485,0.399308557,0.205526458,0.509719222,0.208084359,0.495447348,0.324426281,0.473903967,0.416321115,0.641826292,0.539907013,0.456625183,0.530255403,0.546079484,0.499096567,0.851194539,0.248686515,0.47983871,0.230612245,0.613126079,0.573125464,0.583557951,0.441176471,0.533811862,0.546365915,0.447378071,0.561078794,0.605573419,0.645780051,0.581263307,0.690358467,0.831137725,0.451785714,0.408577878,0.404418828,0.299804688,0.23577793,0.519914651,0.748963611,0.461964736,0.361475012,0.708462332,0.477991523,0.372076789,0.508685582,0.362979433,0.552727273,0.543069025,0.460276968,0.43538175,0.299273021,0.837418991,0.815221517187093,0.703609331276243,0.127937042519434,0.926321166164286,0.377885548644985,0.560024879937674,0.803469933842466,0.45709466254853,0.658547789298302,0.890241425209956,0.127396257352085,0.928133097994247,0.361297585189171,0.714772238694247,0.0962730598231863,0.557663090150045,0.13458862068503,0.918372713063543,0.636328558863162,0.801641887155433,0.836566155035663,0.846613658790847,0.81490856779539,0.487626072242185,0.553529425419247,0.305974673607277,0.400705307666618,0.901644724591831,0.221473051001786,0.772608140989162,0.509809811638311,0.496596321009289,0.603701286591298,0.818586455403418,0.269548678545719,0.889342300494522,0.872368163260777,0.931836760127596,0.348808354211173,0.87632158887009,0.463919704772707,0.397254091527009,0.777974300778912,0.741533154345242,0.646169058318831,0.576488112001109
"cg22566906",0.739478201,0.546668192,0.282785808,0.463051463,0.323753448,0.381856834,0.158092071,0.298031496,0.460537418,0.670961136,0.445454214,0.411638221,0.437607082,0.335619019,0.455953962,0.548458001,0.553262269,0.49224746,0.208716775,0.701886936,0.251013162,0.468158669,0.610299769,0.458537673,0.295435205,0.654081778,0.42840828,0.274826964,0.589511535,0.819207179,0.254017787,0.635435169,0.615309562,0.46347802,0.357763742,0.640236017,0.511071745,0.338785486,0.655967255,0.415362624,0.478476059,0.317732742,0.564148127,0.346027124,0.295515805,0.542845729,0.961941143,0.472498976,0.642463235,0.314906146,0.198557042,0.324925324,0.313190656,0.593565292,0.666247321,0.61598532,0.757791291,0.269728908,0.714162399,0.329478564,0.673564906,0.385770449,0.645061575,0.520280948,0.125054424,0.632706065,0.651013592177728,0.504575007163955,0.796495254339068,0.406788485680466,0.51359207565981,0.351495015831842,0.452472905481094,0.459764990091533,0.740431226780452,0.539597589215554,0.312003180822505,0.847184452933885,0.9056691412709,0.476228741927265,0.863198993252806,0.66201222326441,0.323189556851698,0.6970430925932,0.458075781614958,0.787554711879018,0.850259860863342,0.846079268571033,0.285739478361481,0.709448567467416,0.584593927526253,0.559196227815224,0.610824039566882,0.558123817017796,0.795623950556014,0.64740692059979,0.639449330245356,0.706702903579278,0.663813149432611,0.39758390158174,0.634911912580479,0.668464745694983,0.514207950870161,0.6880882934922,0.520751803783907,0.582974573888237,0.338375049835643,0.840937734165715,0.726096585512588,0.371243835330952,0.524582011773805,0.486411677322171
"cg22660578",0.500933998,0.076794658,0.087829163,0.519118674,0.585830458,0.04597501,0.072707621,0.1715514,0.526685347,0.150577125,0.342455097,0.169150728,0.116047031,0.091415235,0.211564354,0.317530176,0.131654961,0.10736684,0.054422028,0.689990176,0.099723375,0.105839156,0.07013313,0.215588153,0.259612762,0.448443953,0.21019904,0.19680028,0.414681392,0.864191171,0.036735564,0.083197516,0.044715776,0.126618797,0.147329273,0.085561063,0.081332273,0.101708902,0.110766607,0.072862761,0.180967288,0.122288894,0.117304557,0.152707154,0.193188876,0.551643958,0.138585137,0.16112532,0.152568085,0.061470725,0.065925041,0.585505775,0.118763922,0.089891757,0.689703679,0.48708924,0.085886765,0.058020379,0.122769707,0.073270502,0.236446241,0.059678819,0.103319564,0.07758402,0.198196641,0.052036519,0.0656818685570665,0.0237475640762109,0.0122546126612731,0.0274531585824477,0.0168746305524716,0.097929392060882,0.197401676093622,0.0140667266811976,0.0323424969917697,0.119221786661593,0.0125353263664795,0.750265465651702,0.834215765144788,0.140235296345306,0.0464213565890949,0.0170879499078694,0.0140221822853848,0.0361738094969538,0.0704412104801157,0.135926362692406,0.113915626492637,0.0764929960299516,0.50290561704192,0.0406534622561019,0.0304397991141515,0.0189212599863956,0.041130540875381,0.499373596654133,0.0345618113548137,0.0304951883073809,0.0685868553221001,0.0503027059614202,0.028893772931235,0.0546365742539584,0.0179007218810822,0.0291471748634992,0.143708392625667,0.21600853650072,0.260065045596558,0.100969391683683,0.0970426994805637,0.418203690622215,0.125165268909677,0.0132404518233093,0.0523183687765893,0.157251837584877
"cg22681784",0.394486692,0.104624248,0.171125596,0.249515316,0.189828143,0.16269249,0.13179875,0.103711331,0.253937151,0.237921265,0.405461772,0.214441714,0.178985218,0.283832762,0.235262522,0.455375455,0.185726694,0.161036277,0.061569265,0.327703648,0.24853439,0.138019339,0.438996545,0.154834126,0.235591066,0.21687807,0.262906022,0.204279894,0.311655966,0.48081765,0.109265111,0.385129576,0.125600699,0.192195731,0.3147297,0.272169278,0.168924119,0.206982544,0.233673966,0.215305501,0.222972436,0.373544689,0.238740968,0.174806591,0.284925652,0.171529336,0.07704698,0.154078136,0.210446366,0.102869518,0.101215263,0.144397843,0.328851365,0.114352657,0.63037037,0.369561357,0.269753205,0.115972274,0.248523886,0.199497376,0.242269589,0.499927167,0.236031927,0.221993018,0.042143126,0.215208642,0.448390062967342,0.120754675645373,0.401049953553288,0.40871877304101,0.2326217754749,0.21753487110343,0.274947546074996,0.421813209533133,0.256861219207229,0.327647407128541,0.086945258635622,0.870002858763391,0.411125769230304,0.288017426580257,0.264799770252996,0.208843453177447,0.0748614256985926,0.539344772593572,0.217676309348942,0.389470670555048,0.457283630331199,0.453719228087985,0.166226363993118,0.147823841312011,0.274580620465044,0.077927409950077,0.215757919908223,0.364939874496614,0.129188126301721,0.177790498174832,0.648741984494828,0.422620934604356,0.232150699722487,0.304507564776194,0.0916963532303563,0.296301901816116,0.296868807859089,0.318005674049744,0.315452125088768,0.218566923165997,0.160455018899908,0.146279042345127,0.390683604386574,0.139080957637816,0.201686819828917,0.302642815567411
"cg22692158",0.862728063,0.879622948,0.77593465,0.802897108,0.859012757,0.241395061,0.791430019,0.892333473,0.801860432,0.879765529,0.878516564,0.848097841,0.897509335,0.659877535,0.746144044,0.863080562,0.876754632,0.879099797,0.870072731,0.886765579,0.454528461,0.895134651,0.839569586,0.865593044,0.708439898,0.868026347,0.876707299,0.877034439,0.846277546,0.463835139,0.79502936,0.88334535,0.849934896,0.84349345,0.817124366,0.890162995,0.872132092,0.874636015,0.737504628,0.847767326,0.871223647,0.863419483,0.852705298,0.848943985,0.860328009,0.809684947,0.614481969,0.578522258,0.847195553,0.789498807,0.784752313,0.887023593,0.863655596,0.533986175,0.884930158,0.426110654,0.827885837,0.862680922,0.749008779,0.85993538,0.820469552,0.870146458,0.85864256,0.694060733,0.909515033,0.87939118,0.931969995107261,0.95985925299512,0.962484886646388,0.958343136225976,0.976474435998728,0.928714703626352,0.903493254334651,0.943694918423156,0.94528018250336,0.953979316337144,0.926741246987929,0.40731543034177,0.969574073217543,0.918909311189469,0.955351654749183,0.936086077502065,0.210913846257848,0.907302491837849,0.758483841914162,0.905271577443229,0.92639987508185,0.90524049884415,0.963305077463757,0.731127585504603,0.892864205246422,0.964817697670316,0.95507766746507,0.959534306587832,0.94652762971758,0.96059028612046,0.958480023268726,0.958296844663536,0.929723897155655,0.900630855925063,0.955532599981451,0.942608521326771,0.942278788145213,0.933758922904253,0.961143912336894,0.902126008399297,0.794456422680796,0.947666784849931,0.91183988123828,0.942099148487259,0.933092778945201,0.853481685346664
"cg22740835",0.16281789,0.595420708,0.212204163,0.611309221,0.608502686,0.313802895,0.172919064,0.368831169,0.497802922,0.273181705,0.349874294,0.397657557,0.243047337,0.163979622,0.410779668,0.783357172,0.639324348,0.320249221,0.318504065,0.207884878,0.596042675,0.407999542,0.469926734,0.4124871,0.320140422,0.221515229,0.314160881,0.256056633,0.744419134,0.859857143,0.059433586,0.655202064,0.059871703,0.668104936,0.371942087,0.217665615,0.325364214,0.3890914,0.305610824,0.814738421,0.441709845,0.593475533,0.343978102,0.361083416,0.723570191,0.787943769,0.420753743,0.621604448,0.846065347,0.131821282,0.141421393,0.515569395,0.767844093,0.570876999,0.882527566,0.779905271,0.300827967,0.163873715,0.270506367,0.175910364,0.298344772,0.784067086,0.230283401,0.400734294,0.086997273,0.276701504,0.726878813605454,0.413569821708381,0.867391729668866,0.873038527916153,0.451724934123243,0.727594332245464,0.771602175069962,0.862321668708857,0.343766619735,0.864408198359198,0.782173463111516,0.932214462933583,0.948342422028655,0.617111478409154,0.905934088340288,0.715837784092704,0.189727480980893,0.914238766743997,0.374752244853753,0.560932808480901,0.58199618402202,0.56978988964978,0.51111021761549,0.843125297531762,0.363572976060498,0.235826229337638,0.225926677915214,0.462879538337866,0.203610267775961,0.327665000888727,0.490106568840991,0.824434042652481,0.384136473143707,0.764602343782964,0.379309928836995,0.62423773976266,0.550277749916506,0.890110484900258,0.804761243228639,0.493606316952327,0.469121497762939,0.134427722712928,0.473205421559862,0.594555257426563,0.681960687960422,0.690487401538668
"cg22775000",0.152101401,0.069230769,0.060848472,0.11930599,0.301968687,0.077957727,0.068379846,0.064701065,0.072443763,0.060377555,0.058479812,0.085365854,0.055780887,0.055502278,0.080491739,0.083309172,0.085214322,0.075102823,0.041282862,0.093713393,0.063377374,0.052008586,0.087041592,0.051492293,0.062626555,0.085505735,0.077521665,0.062867933,0.064980095,0.327572912,0.017516598,0.093548811,0.027333073,0.087253756,0.057366979,0.048016701,0.040882103,0.053692635,0.026236264,0.024477121,0.050897227,0.056987172,0.035465203,0.031792704,0.036873899,0.042841842,0.039324595,0.047053501,0.029613095,0.01835713,0.076154072,0.033360791,0.060557087,0.060454999,0.421220319,0.095523004,0.074463425,0.051123091,0.05996552,0.044229938,0.060173414,0.048176187,0.035794183,0.064882165,0.029349583,0.04897843,0.183191559193356,0.0702094741987039,0.0487811250778089,0.0389451494315871,0.0426318168306136,0.0400095614943656,0.0486640259913438,0.077869148419363,0.0409101414326449,0.0452748355797058,0.0257133245415331,0.638322184018403,0.0989142367657556,0.0608632360849198,0.0402142570466549,0.0405087186903224,0.0337294340932923,0.328961006057651,0.0294701605562351,0.0849216947499198,0.0788748434779755,0.0725809385004394,0.0335085617460385,0.0395165634445918,0.0401164709246945,0.0439505724047287,0.0416558835837691,0.17052826208888,0.0405389331168593,0.040275465227723,0.0313326431861329,0.0717830051401121,0.0490456554615645,0.0341763698281147,0.033583236358191,0.0548734030382553,0.0416266198881127,0.195319410256826,0.0446355458968772,0.0253521807347638,0.0342069926466403,0.0438182236853172,0.104948451735988,0.0320648957982544,0.0385188568157622,0.0445795192202671
"cg22815110",0.08518749,0.658928771,0.08979985,0.314538764,0.117277116,0.080332195,0.088823213,0.136372717,0.496530253,0.198902606,0.226068014,0.202960708,0.189167395,0.138067754,0.272191785,0.211568963,0.069188716,0.155048342,0.075578325,0.727002448,0.169884051,0.159151506,0.729570552,0.138168907,0.271643444,0.115095589,0.140181959,0.199402415,0.238622661,0.86489341,0.051687577,0.076437441,0.539849806,0.115635045,0.136560935,0.073989284,0.138085646,0.08357075,0.069797157,0.0948219,0.2119216,0.10156324,0.096863078,0.168425032,0.196927374,0.611301128,0.32332059,0.136426428,0.09223659,0.046169142,0.077590966,0.149412788,0.134273229,0.064293449,0.74109546,0.235540053,0.099772192,0.112184471,0.110709877,0.078598682,0.157673632,0.541546876,0.095343993,0.073803546,0.058277574,0.073104233,0.134049605929467,0.0886219781302126,0.129309306942035,0.0483446956835246,0.0788438591050702,0.110635558256541,0.191538552364927,0.0699443165942189,0.0541362882018108,0.1589512662471,0.0307142693792784,0.42874756826111,0.0511701709075844,0.180058259423567,0.0413721238748222,0.0803914110683766,0.0458628869740141,0.17898746195769,0.0882718342341191,0.23230857748783,0.178283068262092,0.109788890615588,0.253923986282562,0.0531712687411508,0.0924379254814722,0.0796592870158654,0.0901698793992447,0.113540882088041,0.102559196982805,0.0904355864364663,0.102518329154368,0.32944614625378,0.0682719317209554,0.175598193374426,0.0378535519390684,0.106970011727459,0.186398018701034,0.372169819091446,0.0507156670956405,0.0834319589146837,0.183902864265089,0.0488278579376975,0.15303458053255,0.355083428008519,0.117028987817004,0.202950746835346
"cg22855405",0.088827359,0.095143885,0.2013768,0.241307783,0.116127867,0.127920163,0.089376344,0.107681148,0.198689956,0.120926641,0.112255892,0.196329521,0.138141809,0.157151969,0.167539659,0.128615385,0.077097506,0.108087041,0.043691972,0.220829894,0.131950574,0.157026979,0.12825039,0.203690037,0.156493543,0.218555459,0.154706566,0.178247734,0.232013585,0.804218404,0.113902491,0.264493501,0.084604033,0.173506421,0.174982096,0.142281879,0.126697674,0.175013835,0.245767775,0.107375435,0.134419881,0.124421901,0.197789634,0.104942545,0.142912396,0.085484136,0.254579912,0.188651437,0.098417666,0.100756182,0.093718235,0.108176739,0.129720052,0.104938272,0.130678865,0.225507659,0.201148692,0.088714403,0.223044887,0.094041547,0.239988279,0.066186107,0.219945205,0.131378716,0.058363897,0.148045228,0.29702872120067,0.174856829536576,0.0716060625119342,0.110612014986457,0.250094506499393,0.126885926188542,0.19988295185299,0.138582434056537,0.183593595152213,0.229609725981239,0.0594094550250415,0.0975941263531614,0.0677355324369756,0.220795289566747,0.0744075930965141,0.24214920609839,0.0995461745810616,0.171068229919333,0.191674387544958,0.306604331801229,0.366622616680854,0.455085320255342,0.0869493402251179,0.278443782263025,0.118539579226119,0.0919341959904349,0.222677213144636,0.108773333624371,0.138203190268993,0.147383783895331,0.0822181854051096,0.283302213291225,0.275116996764373,0.142241872757762,0.122836530355873,0.30960879044976,0.11366910663872,0.217103763706207,0.296941559423914,0.135163326770242,0.124302134266549,0.142719711916666,0.390904334336811,0.136318275235428,0.190605950769834,0.208715543158884
"cg22881914",0.78291867,0.072928177,0.048196259,0.3940345,0.056259583,0.030521854,0.031722944,0.066705554,0.604618093,0.101583208,0.643438102,0.087518182,0.099913836,0.049861308,0.086127029,0.078164078,0.050046411,0.063317431,0.035428205,0.754288355,0.118951373,0.054307568,0.743266092,0.106699318,0.111696523,0.085759272,0.138598345,0.113364341,0.660262849,0.919984225,0.040509539,0.08261831,0.015006758,0.070685563,0.59914585,0.196174002,0.048956197,0.041449143,0.046265829,0.056955196,0.106497095,0.070723966,0.054558974,0.095127109,0.173870081,0.674900302,0.355023347,0.067785021,0.038264388,0.032642672,0.050104199,0.743616205,0.093255823,0.039986593,0.780197327,0.757138046,0.072451307,0.536360981,0.082503504,0.045713626,0.172354656,0.771037497,0.098790092,0.048480217,0.70007211,0.274784881,0.0986754123852837,0.136298892719896,0.261347774292944,0.131887974875261,0.0934994342120776,0.0974925202467641,0.23669771559163,0.0585445496667187,0.677450240956778,0.108125629957228,0.0544064381395907,0.903681199030988,0.185897941343511,0.68138711325634,0.0644695790004487,0.0453434519355119,0.100959162097369,0.781283630859014,0.205110663182873,0.330672987689019,0.107465724051479,0.181578542778516,0.761131238661846,0.0726837969412696,0.0550672433197375,0.0718571471534076,0.840812664469088,0.779399673645595,0.0511576010938045,0.0901403337234296,0.722043337058364,0.119307904211642,0.0603843921359261,0.2100093361748,0.0603827023796754,0.0809295407075514,0.402224853320078,0.778195330878095,0.065171087209278,0.0541080023361593,0.0935917647066645,0.0364966027129754,0.111489837322752,0.635693987902708,0.054279593910829,0.140327761213844
"cg22920417",0.175829619,0.157486631,0.20781427,0.294221226,0.186426984,0.139553863,0.144290213,0.266564827,0.207988525,0.248472505,0.32980796,0.183747065,0.176684241,0.25584444,0.198723564,0.242134261,0.20261067,0.170531573,0.20046142,0.281878356,0.180574808,0.181120628,0.354262295,0.278343949,0.21811273,0.192671395,0.282840237,0.187708177,0.54788347,0.763756992,0.091683039,0.336728919,0.138694639,0.255938519,0.373928466,0.559912854,0.185721676,0.228201186,0.207910751,0.196599362,0.236174636,0.183008731,0.181488203,0.205357143,0.238991193,0.126933756,0.237306843,0.217026379,0.152683897,0.174222222,0.168690096,0.21028396,0.184662999,0.176816464,0.150898677,0.286084702,0.281543052,0.180613668,0.315335251,0.194165471,0.326082772,0.204733728,0.21312873,0.225649351,0.076555761,0.364362765,0.285523697450167,0.142660617887573,0.156293812289708,0.134422819414252,0.195285917878804,0.196150088878692,0.315790739666815,0.105415827765807,0.379189202195817,0.477328632107706,0.0555437149901512,0.946283462733646,0.853821771161267,0.253765516817174,0.390642384583968,0.181744069803204,0.218602093674573,0.246282742495353,0.22953378551019,0.393902361616123,0.512913348353325,0.427342722857096,0.212462068532713,0.115881870272958,0.160106818271953,0.239020396873236,0.287635843851382,0.247932351275658,0.148089064218755,0.295515678275611,0.207316227250295,0.247758991957587,0.384204048180697,0.621624993642116,0.109859056393712,0.496735030829774,0.188816642846277,0.502458385654667,0.316878007830291,0.188932656134176,0.123193827989411,0.288083192114616,0.465447697158562,0.124727940424599,0.240241814596055,0.25604648154638
